0.070000 0.031166 0.009575 2.391040 0.001922 0.000936 0.022701
0.050000 0.032135 0.009807 2.475192 0.001882 0.000918 0.023025
0.060000 0.031741 0.009751 2.430533 0.001779 0.000997 0.022718
0.010000 0.034446 0.010474 2.665540 0.001846 0.001047 0.021280
0.030000 0.033271 0.010110 2.566227 0.001954 0.001130 0.019212
0.090000 0.029890 0.009264 2.307141 0.001796 0.001006 0.022333
0.100000 0.029475 0.009096 2.262383 0.001721 0.000973 0.023784
0.020000 0.033502 0.010235 2.613571 0.001819 0.001013 0.020141
0.040000 0.032373 0.009924 2.520767 0.001751 0.000931 0.019778
0.080000 0.030712 0.009460 2.348332 0.001929 0.000998 0.020652
0.180000 0.025700 0.008142 1.934257 0.001550 0.000881 0.032355
0.150000 0.026784 0.008517 2.045206 0.001685 0.000950 0.027164
0.190000 0.025251 0.008093 1.905711 0.001619 0.000922 0.029917
0.170000 0.025903 0.008220 1.968428 0.001610 0.000891 0.029425
0.200000 0.024987 0.007996 1.875317 0.001599 0.000867 0.027195
0.130000 0.027639 0.008739 2.129042 0.001882 0.000936 0.024131
0.120000 0.028204 0.008663 2.176449 0.001711 0.000920 0.023294
0.160000 0.026260 0.008339 2.005754 0.001727 0.000999 0.028938
0.140000 0.027275 0.008598 2.086762 0.001885 0.000945 0.027823
0.110000 0.028851 0.008976 2.218587 0.001709 0.000994 0.023428
0.290000 0.023589 0.007618 1.769548 0.001602 0.000952 0.019684
0.260000 0.023929 0.007697 1.789651 0.001628 0.000832 0.022675
0.270000 0.023858 0.007723 1.782602 0.001510 0.000831 0.022900
0.250000 0.024060 0.007789 1.798248 0.001509 0.000874 0.026695
0.300000 0.023825 0.007724 1.765725 0.001511 0.000915 0.020363
0.240000 0.024360 0.007902 1.808553 0.001712 0.000869 0.025633
0.280000 0.023810 0.007725 1.777005 0.001549 0.000803 0.022330
0.230000 0.024362 0.007886 1.818758 0.001586 0.000933 0.024599
0.220000 0.024506 0.007907 1.835000 0.001588 0.000820 0.028136
0.210000 0.024832 0.007953 1.851187 0.001544 0.000986 0.028797
0.380000 0.023292 0.007632 1.738791 0.001452 0.000950 0.018321
0.320000 0.023650 0.007640 1.759479 0.001636 0.000886 0.020618
0.310000 0.023435 0.007663 1.761258 0.001586 0.000903 0.021216
0.390000 0.023473 0.007585 1.748764 -nan 0.000754 -nan
0.370000 0.023310 0.007572 1.741536 0.001520 0.000860 0.019461
0.400000 0.023359 0.007660 1.737465 0.001453 0.000794 0.017317
0.340000 0.023659 0.007799 1.750267 0.001579 0.000796 0.020506
0.350000 0.023440 0.007608 1.757321 -nan 0.000670 -nan
0.330000 0.023443 0.007554 1.754280 0.001383 0.000781 0.018349
0.360000 0.023867 0.007743 1.772825 -nan -nan -nan
0.410000 0.023454 0.007644 1.744682 -nan 0.000733 -nan
0.450000 0.023478 0.007607 1.747629 -nan 0.000264 -nan
0.470000 0.023147 0.007529 1.729678 0.001424 0.000825 0.017509
0.460000 0.023243 0.007501 1.738706 -nan 0.000758 -nan
0.490000 0.023147 0.007531 1.724463 0.001622 0.000869 0.019654
0.430000 0.023634 0.007719 1.760831 -nan -nan -nan
0.440000 0.023402 0.007590 1.751181 -nan 0.000512 -nan
0.500000 0.023291 0.007672 1.733736 -nan 0.000680 -nan
0.420000 0.023446 0.007729 1.744781 -nan 0.000622 -nan
0.480000 0.023330 0.007618 1.735237 0.000301 0.000719 -nan
0.520000 0.023069 0.007499 1.730515 -nan 0.000701 -nan
0.600000 0.023290 0.007709 1.742339 -nan -nan -nan
0.550000 0.023414 0.007637 1.738476 -nan 0.000509 -nan
0.540000 0.023124 0.007546 1.728652 -nan 0.000774 -nan
0.530000 0.023411 0.007673 1.729944 -nan 0.000680 -nan
0.570000 0.023567 0.007628 1.753363 -nan -nan -nan
0.590000 0.023507 0.007657 1.743603 -nan -nan -nan
0.580000 0.023147 0.007510 1.717879 0.001449 0.000867 0.017494
0.560000 0.023110 0.007529 1.729055 -nan 0.000622 -nan
0.510000 0.023549 0.007643 1.747474 -nan -nan -nan
0.640000 0.023016 0.007503 1.714151 0.001542 0.000903 0.018740
0.680000 0.023326 0.007610 1.739766 -nan 0.000068 -nan
0.610000 0.022920 0.007469 1.717118 0.001386 0.000819 0.017850
0.670000 0.022963 0.007526 1.712660 0.001451 0.000848 0.017266
0.700000 0.023600 0.007582 1.753499 -nan -nan -nan
0.620000 0.023463 0.007677 1.741348 -nan -nan -nan
0.690000 0.023380 0.007610 1.735217 -nan -nan -nan
0.630000 0.023448 0.007542 1.741408 -nan -nan -nan
0.660000 0.023662 0.007723 1.748463 -nan -nan -nan
0.650000 0.023172 0.007593 1.721474 -nan 0.000510 -nan
0.770000 0.023062 0.007476 1.724049 -nan 0.000564 -nan
0.710000 0.023706 0.007712 1.771321 -nan -nan -nan
0.750000 0.022870 0.007511 1.718140 -nan 0.000710 -nan
0.760000 0.022965 0.007412 1.717291 -nan 0.000661 -nan
0.740000 0.023317 0.007599 1.744764 -nan -nan -nan
0.720000 0.023163 0.007421 1.726855 -nan 0.000406 -nan
0.800000 0.023038 0.007479 1.716870 -nan 0.000571 -nan
0.790000 0.022864 0.007352 1.708411 0.001545 0.000922 0.019169
0.780000 0.022911 0.007461 1.706374 0.001440 0.000809 0.018591
0.730000 0.023127 0.007563 1.724867 -nan 0.000242 -nan
0.840000 0.023169 0.007463 1.732960 -nan -nan -nan
0.870000 0.023059 0.007477 1.722941 -nan 0.000387 -nan
0.860000 0.023031 0.007484 1.715292 -nan 0.000683 -nan
0.890000 0.023190 0.007468 1.738111 -nan -nan -nan
0.810000 0.022909 0.007427 1.723464 -nan 0.000376 -nan
