0.080000 0.030464 0.009337 2.366029 0.001864 0.000937 0.025025
0.060000 0.031372 0.009638 2.447953 0.001830 0.001073 0.022348
0.070000 0.031037 0.009465 2.405350 0.001808 0.000943 0.022051
0.010000 0.034632 0.010464 2.663235 0.001776 0.001015 0.021497
0.100000 0.029257 0.008963 2.283328 0.001672 0.000923 0.023612
0.050000 0.031826 0.009742 2.486903 0.001756 0.000927 0.024273
0.020000 0.033728 0.010274 2.617889 0.001677 0.001035 0.023592
0.090000 0.029983 0.009255 2.324074 0.001734 0.001007 0.023777
0.040000 0.032621 0.009987 2.530159 0.001809 0.001051 0.024841
0.030000 0.033296 0.010117 2.572542 0.001882 0.001020 0.022892
0.180000 0.025908 0.008234 1.977683 0.001603 0.000929 0.033177
0.170000 0.026167 0.008270 2.009419 0.001603 0.000930 0.031333
0.160000 0.026452 0.008292 2.043518 0.001763 0.000940 0.030329
0.200000 0.025320 0.008005 1.916556 0.001496 0.000922 0.032209
0.190000 0.025574 0.008097 1.949817 0.001736 0.000954 0.027463
0.120000 0.028407 0.008800 2.201324 0.001641 0.000920 0.025974
0.140000 0.027467 0.008565 2.124600 0.001501 0.000851 0.027589
0.150000 0.027133 0.008529 2.080520 0.001680 0.000973 0.029428
0.130000 0.027990 0.008549 2.164591 0.001568 0.000912 0.025454
0.110000 0.028734 0.008926 2.244670 0.001745 0.000894 0.024168
0.220000 0.024739 0.007938 1.874249 0.001633 0.000880 0.029396
0.300000 0.023713 0.007708 1.782708 0.001438 0.000844 0.021189
0.260000 0.024204 0.007815 1.813570 0.001500 0.000819 0.025207
0.270000 0.024277 0.007817 1.802504 0.001540 0.000871 0.024563
0.290000 0.023981 0.007756 1.791134 0.001567 0.000832 0.023713
0.240000 0.024425 0.007914 1.839571 0.001704 0.000818 0.028838
0.250000 0.024390 0.007885 1.826978 0.001422 0.000886 0.026678
0.210000 0.025325 0.008232 1.896710 0.001470 0.000899 0.029884
0.230000 0.024767 0.007999 1.855175 0.001484 0.000858 0.030409
0.280000 0.024167 0.007743 1.796833 0.001534 0.000963 0.025276
0.360000 0.023661 0.007736 1.756086 0.001436 0.000893 0.020583
0.330000 0.023626 0.007600 1.766860 0.001588 0.000924 0.021919
0.340000 0.023759 0.007779 1.764527 0.001599 0.000877 0.020843
0.320000 0.023826 0.007722 1.773080 0.001503 0.000806 0.023349
0.350000 0.023703 0.007721 1.762338 0.001616 0.000931 0.018915
0.310000 0.023916 0.007681 1.776986 0.001638 0.000904 0.022113
0.400000 0.023581 0.007626 1.756264 -nan 0.000654 -nan
0.380000 0.023646 0.007630 1.751222 0.001521 0.000913 0.021082
0.370000 0.023959 0.007803 1.778964 -nan -nan -nan
0.390000 0.023391 0.007556 1.748055 0.001482 0.000870 0.021300
0.460000 0.023507 0.007561 1.745477 -nan 0.000675 -nan
0.480000 0.023374 0.007687 1.735035 0.001499 0.000875 0.018148
0.450000 0.023308 0.007553 1.738757 0.001613 0.000891 0.018615
0.420000 0.023581 0.007742 1.757994 -nan 0.000431 -nan
0.440000 0.023506 0.007607 1.740526 0.001496 0.000860 0.018937
0.470000 0.023358 0.007656 1.743310 -nan 0.000769 -nan
0.490000 0.023276 0.007645 1.730920 0.001515 0.000897 0.018088
0.500000 0.023394 0.007535 1.740587 -nan 0.000649 -nan
0.430000 0.023250 0.007491 1.739770 0.001615 0.000863 0.018985
0.410000 0.023376 0.007684 1.754512 -nan 0.000666 -nan
0.570000 0.023249 0.007473 1.731791 -nan 0.000740 -nan
0.560000 0.023308 0.007614 1.734909 -nan 0.000664 -nan
0.550000 0.023393 0.007675 1.740040 -nan 0.000528 -nan
0.530000 0.023883 0.007786 1.762102 -nan -nan -nan
0.520000 0.023426 0.007671 1.737769 -nan 0.000668 -nan
0.600000 0.023312 0.007505 1.737896 -nan 0.000486 -nan
0.510000 0.023289 0.007528 1.738705 -nan 0.000690 -nan
0.590000 0.023651 0.007730 1.756679 -nan -nan -nan
0.580000 0.023249 0.007627 1.729876 -nan 0.000681 -nan
0.540000 0.023414 0.007622 1.741325 -nan 0.000465 -nan
0.640000 0.023039 0.007443 1.726211 -nan 0.000600 -nan
0.650000 0.023436 0.007667 1.752434 -nan -nan -nan
0.690000 0.023327 0.007629 1.740962 -nan -nan -nan
0.610000 0.023602 0.007692 1.753790 -nan -nan -nan
0.700000 0.023440 0.007630 1.748010 -nan -nan -nan
0.680000 0.023361 0.007643 1.740323 -nan -nan -nan
0.660000 0.023334 0.007645 1.743742 -nan 0.000183 -nan
0.670000 0.023089 0.007583 1.724580 -nan 0.000671 -nan
0.630000 0.023489 0.007703 1.744634 -nan -nan -nan
0.620000 0.023918 0.007790 1.760770 -nan -nan -nan
0.730000 0.023266 0.007589 1.721143 -nan 0.000665 -nan
0.720000 0.023136 0.007509 1.729979 -nan 0.000444 -nan
0.780000 0.023467 0.007581 1.754939 -nan -nan -nan
0.760000 0.023118 0.007551 1.719285 -nan 0.000665 -nan
0.750000 0.023107 0.007454 1.736301 -nan -nan -nan
0.790000 0.022933 0.007371 1.712946 0.001549 0.000873 0.016702
0.800000 0.023113 0.007482 1.734661 -nan -nan -nan
0.710000 0.023520 0.007650 1.737904 -nan 0.000264 -nan
0.740000 0.023092 0.007526 1.719482 -nan 0.000763 -nan
0.770000 0.023258 0.007661 1.719885 -nan 0.000634 -nan
0.820000 0.023202 0.007474 1.726854 -nan 0.000417 -nan
0.830000 0.023021 0.007462 1.716709 -nan 0.000628 -nan
0.900000 0.022909 0.007402 1.714032 -nan 0.000717 -nan
0.840000 0.023203 0.007488 1.733134 -nan -nan -nan
0.890000 0.023166 0.007555 1.707165 0.001442 0.000814 0.018444
0.850000 0.023018 0.007444 1.709176 0.001380 0.000848 0.016416
0.810000 0.023159 0.007534 1.717880 -nan 0.000744 -nan
0.880000 0.023057 0.007491 1.715811 -nan 0.000745 -nan
0.870000 0.023206 0.007538 1.724190 -nan 0.000427 -nan
0.860000 0.023338 0.007606 1.743023 -nan -nan -nan
0.910000 0.022949 0.007433 1.704073 0.001475 0.000824 0.017159
0.960000 0.022842 0.007362 1.711473 -nan 0.000737 -nan
0.980000 0.022854 0.007416 1.700646 0.001432 0.000861 0.018977
0.950000 0.023106 0.007598 1.719826 -nan 0.000300 -nan
0.970000 0.022915 0.007473 1.711150 -nan 0.000648 -nan
0.920000 0.022869 0.007415 1.713368 -nan 0.000614 -nan
0.930000 0.022663 0.007359 1.703456 0.001396 0.000854 0.017002
0.990000 0.022888 0.007475 1.710981 -nan 0.000729 -nan
1.000000 0.022875 0.007464 1.712341 -nan 0.000714 -nan
0.940000 0.023237 0.007608 1.728459 -nan 0.000094 -nan
