0.000000	0.059778	0.013479
0.000000	0.050538	0.013106
0.000000	0.075626	0.014105
0.000000	0.076047	0.014081
0.000000	0.059342	0.013922
0.000000	0.083145	0.013040
0.000000	0.069266	0.014451
0.000000	0.045176	0.014882
0.000000	0.050094	0.014372
0.000000	0.050094	0.015426
0.000000	0.045626	0.013744
0.000000	0.042021	0.015430
0.000000	0.067555	0.014182
0.000000	0.058032	0.012661
0.000000	0.057594	0.014364
0.000000	0.094196	0.014188
0.000000	0.062818	0.014404
0.000000	0.065838	0.013863
0.000000	0.065838	0.013818
0.000000	0.078983	0.013606
0.000000	0.073516	0.012924
0.000000	0.051869	0.014528
0.000000	0.068411	0.014249
0.000000	0.067126	0.013197
0.000000	0.073939	0.013546
0.000000	0.045626	0.015001
0.000000	0.071821	0.014621
0.000000	0.069693	0.012482
0.000000	0.077308	0.013062
0.000000	0.060648	0.014721
0.000000	0.084799	0.012882
0.000000	0.057594	0.014728
0.000000	0.056279	0.013111
0.000000	0.070119	0.012863
0.000000	0.060648	0.013585
0.000000	0.062818	0.013591
0.000000	0.087269	0.012273
0.000000	0.062818	0.014180
0.000000	0.049649	0.013636
0.000000	0.069266	0.013372
0.000000	0.075205	0.013653
0.000000	0.076468	0.013765
0.000000	0.042925	0.013236
0.000000	0.073516	0.012150
0.000000	0.094196	0.013907
0.000000	0.081069	0.012203
0.000000	0.053196	0.013926
0.000000	0.078146	0.012566
0.000000	0.076047	0.013409
0.000000	0.083973	0.012986
0.000000	0.068411	0.015371
0.000000	0.077727	0.011962
0.000000	0.064546	0.013920
0.000000	0.075626	0.013017
0.000000	0.082316	0.013640
0.000000	0.058469	0.014386
0.000000	0.058469	0.015387
0.000000	0.077727	0.012987
0.000000	0.072669	0.012274
0.000000	0.066268	0.013579
0.000000	0.074783	0.012507
0.000000	0.045626	0.013467
0.000000	0.058032	0.015860
0.000000	0.073516	0.013130
0.000000	0.065838	0.012516
0.000000	0.071396	0.014133
0.000000	0.067126	0.013597
0.000000	0.081069	0.014010
0.000000	0.059778	0.013909
0.000000	0.067983	0.013555
0.000000	0.071821	0.011904
0.000000	0.070971	0.013838
0.000000	0.067555	0.012680
0.000000	0.066697	0.013360
0.000000	0.078565	0.013350
0.000000	0.073093	0.014310
0.000000	0.064114	0.013702
0.000000	0.067126	0.012582
0.000000	0.080652	0.012396
0.000000	0.071821	0.014346
0.000000	0.079401	0.012462
0.000000	0.076047	0.013177
0.000000	0.058469	0.013165
0.000000	0.057156	0.013801
0.000000	0.073516	0.013061
0.000000	0.076047	0.012091
0.000000	0.070545	0.012256
0.000000	0.060213	0.012601
0.000000	0.078146	0.012631
0.000000	0.067126	0.013945
0.000000	0.077727	0.012447
0.000000	0.070119	0.013580
0.000000	0.071821	0.014619
0.000000	0.059342	0.013099
0.000000	0.090950	0.013014
0.000000	0.062818	0.014246
0.000000	0.058469	0.013770
0.000000	0.053196	0.012919
0.000000	0.073093	0.013447
0.000000	0.050982	0.014716
0.010000	0.090950	0.032075
0.010000	0.088909	0.032134
0.010000	0.081900	0.031240
0.010000	0.076047	0.033979
0.010000	0.072245	0.034080
0.010000	0.078565	0.033398
0.010000	0.087269	0.031207
0.010000	0.050982	0.031300
0.010000	0.081900	0.035123
0.010000	0.095408	0.032593
0.010000	0.111257	0.030194
0.010000	0.068411	0.032355
0.010000	0.086859	0.035183
0.010000	0.090135	0.032904
0.010000	0.057594	0.035763
0.010000	0.090135	0.031183
0.010000	0.086448	0.032814
0.010000	0.079819	0.033780
0.010000	0.075205	0.033020
0.010000	0.066697	0.034640
0.010000	0.085624	0.032391
0.010000	0.074361	0.033973
0.010000	0.087269	0.033400
0.010000	0.058469	0.033720
0.010000	0.062384	0.035002
0.010000	0.080652	0.035120
0.010000	0.088909	0.029720
0.010000	0.085624	0.033732
0.010000	0.070119	0.033579
0.010000	0.061517	0.036333
0.010000	0.089318	0.032146
0.010000	0.099423	0.033153
0.010000	0.056718	0.033755
0.010000	0.064546	0.033283
0.010000	0.079401	0.032965
0.010000	0.068839	0.032514
0.010000	0.071821	0.036694
0.010000	0.075626	0.032848
0.010000	0.065408	0.034056
0.010000	0.090950	0.033907
0.010000	0.078983	0.033671
0.010000	0.089726	0.032582
0.010000	0.046074	0.034725
0.010000	0.073516	0.034264
0.010000	0.050982	0.033463
0.010000	0.047418	0.034409
0.010000	0.087680	0.032903
0.010000	0.050094	0.034431
0.010000	0.071396	0.033648
0.010000	0.100621	0.032796
0.010000	0.093792	0.031412
0.010000	0.091764	0.032278
0.010000	0.092170	0.030493
0.010000	0.075205	0.033476
0.010000	0.108524	0.030415
0.010000	0.065838	0.034624
0.010000	0.101019	0.030174
0.010000	0.083145	0.031051
0.010000	0.063683	0.035940
0.010000	0.077727	0.031470
0.010000	0.101417	0.031793
0.010000	0.089318	0.033826
0.010000	0.086859	0.030008
0.010000	0.086448	0.030058
0.010000	0.103006	0.032260
0.010000	0.059342	0.033709
0.010000	0.083145	0.031696
0.010000	0.093792	0.028833
0.010000	0.136963	0.030668
0.010000	0.103006	0.031200
0.010000	0.108524	0.032416
0.010000	0.097420	0.034457
0.010000	0.074361	0.034011
0.010000	0.093387	0.031013
0.010000	0.092170	0.030779
0.010000	0.083145	0.033065
0.010000	0.089318	0.030872
0.010000	0.083145	0.033723
0.010000	0.076047	0.033629
0.010000	0.089318	0.030465
0.010000	0.113199	0.034353
0.010000	0.067983	0.032982
0.010000	0.073516	0.034573
0.010000	0.097821	0.033879
0.010000	0.075205	0.031399
0.010000	0.083145	0.034192
0.010000	0.098623	0.030965
0.010000	0.059342	0.034211
0.010000	0.084799	0.030772
0.010000	0.063683	0.033294
0.010000	0.081485	0.034514
0.010000	0.092170	0.031034
0.010000	0.079401	0.032089
0.010000	0.099023	0.034485
0.010000	0.072669	0.034614
0.010000	0.068839	0.033643
0.010000	0.081485	0.033622
0.010000	0.081485	0.033963
