0.090000 0.029778 0.009266 2.274384 0.001828 0.000988 0.026271
0.060000 0.031523 0.009689 2.413220 0.001737 0.000986 0.023357
0.100000 0.029384 0.009124 2.225656 0.001963 0.001035 0.025261
0.080000 0.030481 0.009432 2.321992 0.001738 0.000935 0.026642
0.070000 0.030993 0.009548 2.369989 0.001734 0.000942 0.026980
0.030000 0.032998 0.010111 2.543638 0.001879 0.001048 0.022716
0.050000 0.032155 0.009866 2.457123 0.001794 0.001012 0.024019
0.020000 0.033927 0.010437 2.595397 0.001822 0.001025 0.021756
0.040000 0.032704 0.010037 2.502175 0.001820 0.000908 0.025157
0.010000 0.034642 0.010577 2.638528 0.001877 0.001017 0.022800
0.190000 0.025274 0.008183 1.874241 0.001696 0.000865 0.030696
0.160000 0.026290 0.008440 1.958600 0.001750 0.000955 0.030136
0.170000 0.025768 0.008252 1.924002 0.001644 0.000939 0.030766
0.200000 0.025077 0.008116 1.851230 0.001595 0.000934 0.028864
0.150000 0.026691 0.008459 1.994898 0.001712 0.000959 0.033238
0.180000 0.025478 0.008186 1.895878 0.001615 0.000963 0.030849
0.120000 0.028165 0.008843 2.126304 0.001733 0.001017 0.030807
0.110000 0.028615 0.008899 2.177231 0.001732 0.000947 0.031005
0.130000 0.027501 0.008652 2.079112 0.001642 0.000909 0.033469
0.140000 0.026937 0.008499 2.036877 0.001745 0.000911 0.033077
0.280000 0.023950 0.007803 1.764780 0.001507 0.000874 0.022247
0.300000 0.023952 0.007760 1.759172 0.000716 0.000697 -nan
0.260000 0.024055 0.007827 1.779463 0.001530 0.000908 0.024286
0.250000 0.024237 0.007894 1.787427 0.001557 0.000874 0.024459
0.290000 0.023899 0.007708 1.760147 0.001581 0.000877 0.022656
0.220000 0.024606 0.007963 1.821421 0.001554 0.000921 0.024946
0.210000 0.024863 0.008067 1.835638 0.001578 0.000865 0.026283
0.270000 0.024073 0.007791 1.774997 0.001658 0.000858 0.022376
0.230000 0.024481 0.007929 1.806083 0.001466 0.000845 0.025213
0.240000 0.024181 0.007831 1.797035 0.001556 0.000898 0.027660
0.330000 0.023728 0.007731 1.746509 0.000754 0.000778 -nan
0.320000 0.023656 0.007709 1.746199 0.001531 0.000826 0.020996
0.350000 0.023732 0.007739 1.745215 -nan 0.000589 -nan
0.400000 0.023357 0.007587 1.721179 0.001505 0.000867 0.021431
0.380000 0.023569 0.007729 1.738126 -nan 0.000633 -nan
0.340000 0.023577 0.007679 1.736991 0.001556 0.000862 0.022115
0.370000 0.023512 0.007626 1.728284 0.001539 0.000839 0.021614
0.310000 0.023593 0.007755 1.747601 0.001590 0.000927 0.022168
0.390000 0.023452 0.007564 1.729606 0.000519 0.000733 -nan
0.360000 0.023704 0.007744 1.737627 0.000975 0.000789 -nan
0.490000 0.023256 0.007591 1.720470 -nan 0.000591 -nan
0.470000 0.023257 0.007625 1.716908 0.000703 0.000690 -nan
0.410000 0.023609 0.007661 1.731852 -nan 0.000585 -nan
0.440000 0.023416 0.007703 1.725978 -nan 0.000586 -nan
0.420000 0.023732 0.007736 1.744606 -nan -nan -nan
0.460000 0.023345 0.007624 1.716279 0.000582 0.000765 -nan
0.430000 0.023534 0.007666 1.739059 -nan -nan -nan
0.480000 0.023379 0.007548 1.720751 -nan 0.000652 -nan
0.450000 0.023560 0.007765 1.730574 -nan 0.000394 -nan
0.500000 0.023361 0.007648 1.727709 -nan -nan -nan
0.600000 0.023129 0.007528 1.713946 -nan 0.000400 -nan
0.520000 0.023311 0.007610 1.710128 0.000627 0.000764 -nan
0.580000 0.023384 0.007690 1.721446 -nan -nan -nan
0.530000 0.023360 0.007618 1.721536 -nan 0.000409 -nan
0.510000 0.023374 0.007683 1.732702 -nan -nan -nan
0.540000 0.023426 0.007626 1.732379 -nan -nan -nan
0.550000 0.023193 0.007543 1.712599 -nan 0.000697 -nan
0.590000 0.023138 0.007519 1.700576 0.001547 0.000815 0.020440
0.560000 0.023378 0.007608 1.727345 -nan -nan -nan
0.570000 0.023175 0.007568 1.711041 -nan 0.000536 -nan
0.650000 0.023339 0.007623 1.705903 -nan 0.000684 -nan
0.660000 0.023046 0.007539 1.710682 -nan 0.000429 -nan
0.690000 0.023071 0.007471 1.701979 -nan 0.000615 -nan
0.610000 0.023175 0.007588 1.713749 -nan 0.000468 -nan
0.680000 0.023260 0.007590 1.707551 -nan 0.000337 -nan
0.630000 0.022994 0.007525 1.705424 -nan 0.000550 -nan
0.620000 0.023362 0.007617 1.721963 -nan -nan -nan
0.670000 0.022878 0.007432 1.691636 0.001490 0.000852 0.019378
0.640000 0.023168 0.007574 1.711939 -nan 0.000433 -nan
0.700000 0.022867 0.007533 1.703796 -nan 0.000706 -nan
0.720000 0.023037 0.007505 1.706871 -nan 0.000380 -nan
0.800000 0.022872 0.007393 1.697292 -nan 0.000609 -nan
0.780000 0.023320 0.007608 1.710551 -nan -nan -nan
0.770000 0.023043 0.007407 1.699207 -nan 0.000635 -nan
0.730000 0.022967 0.007546 1.705010 -nan 0.000445 -nan
0.710000 0.022966 0.007464 1.703377 -nan 0.000607 -nan
0.740000 0.022967 0.007486 1.701920 -nan 0.000656 -nan
0.760000 0.022888 0.007433 1.705278 -nan 0.000468 -nan
0.790000 0.022906 0.007456 1.704300 -nan 0.000408 -nan
0.750000 0.023072 0.007493 1.704695 -nan 0.000369 -nan
0.880000 0.022870 0.007454 1.696621 -nan 0.000510 -nan
0.890000 0.022894 0.007454 1.701638 -nan 0.000614 -nan
0.830000 0.022973 0.007486 1.697825 -nan 0.000507 -nan
0.850000 0.023102 0.007529 1.698436 -nan 0.000497 -nan
0.820000 0.022916 0.007548 1.702968 -nan 0.000451 -nan
0.900000 0.022981 0.007528 1.701331 -nan 0.000414 -nan
0.870000 0.022923 0.007510 1.708362 -nan -nan -nan
0.810000 0.022889 0.007465 1.698784 -nan 0.000659 -nan
0.840000 0.022838 0.007476 1.698074 -nan 0.000672 -nan
0.860000 0.022726 0.007368 1.691318 0.001042 0.000743 -nan
0.970000 0.022686 0.007383 1.689887 -nan 0.000740 -nan
1.000000 0.022653 0.007426 1.684423 0.000603 0.000785 -nan
0.960000 0.022977 0.007470 1.691363 -nan 0.000587 -nan
0.990000 0.022714 0.007455 1.691043 -nan 0.000645 -nan
