0.000000	9.72	8.00	6.56	0.01	-0.06	3.47	6.00
0.010000	9.72	8.00	6.56	0.05	-0.24	3.49	6.00
0.020000	9.72	8.00	6.56	0.08	-0.33	3.50	6.00
0.030000	9.72	8.00	6.56	0.11	-0.38	3.51	6.00
0.040000	9.72	8.00	6.56	0.14	-0.42	3.53	6.00
0.050000	9.72	8.00	6.56	0.16	-0.45	3.55	6.00
0.060000	9.72	8.00	6.56	0.17	-0.48	3.56	6.00
0.070000	9.72	8.00	6.56	0.19	-0.50	3.58	6.00
0.080000	9.72	8.00	6.56	0.20	-0.51	3.59	6.00
0.090000	9.72	8.00	6.56	0.21	-0.52	3.61	6.00
0.100000	9.72	8.00	6.56	0.22	-0.53	3.63	6.01
0.110000	9.72	8.00	6.56	0.23	-0.54	3.64	6.01
0.120000	9.72	8.00	6.56	0.24	-0.55	3.66	6.01
0.130000	9.72	8.00	6.56	0.25	-0.56	3.68	6.00
0.140000	9.72	8.00	6.56	0.26	-0.56	3.69	6.02
0.150000	9.72	8.00	6.56	0.27	-0.57	3.71	6.01
0.160000	9.72	8.00	6.56	0.27	-0.57	3.73	6.02
0.170000	9.72	8.00	6.56	0.28	-0.58	3.74	6.02
0.180000	9.72	8.00	6.56	0.29	-0.58	3.76	6.05
0.190000	9.72	8.00	6.56	0.29	-0.58	3.78	6.06
0.200000	9.72	8.00	6.56	0.30	-0.59	3.80	6.08
0.210000	9.72	8.00	6.56	0.30	-0.59	3.82	6.13
0.220000	9.72	8.00	6.56	0.31	-0.59	3.84	6.18
0.230000	9.72	8.00	6.56	0.32	-0.59	3.85	6.25
0.240000	9.72	8.00	6.56	0.32	-0.60	3.87	6.32
0.250000	9.72	8.00	6.56	0.32	-0.60	3.89	6.45
0.260000	9.72	8.00	6.56	0.33	-0.60	3.91	6.59
0.270000	9.72	8.00	6.56	0.33	-0.60	3.92	6.71
0.280000	9.72	8.00	6.56	0.34	-0.61	3.94	6.81
0.290000	9.72	8.00	6.56	0.34	-0.61	3.96	6.87
0.300000	9.72	8.00	6.56	0.35	-0.61	3.98	6.95
0.310000	9.72	8.00	6.56	0.35	-0.61	4.00	6.97
0.320000	9.72	8.00	6.56	0.36	-0.61	4.02	6.99
0.330000	9.72	8.00	6.56	0.36	-0.61	4.04	7.00
0.340000	9.72	8.00	6.56	0.37	-0.61	4.05	7.00
0.350000	9.72	8.00	6.56	0.37	-0.62	4.07	7.00
0.360000	9.72	8.00	6.56	0.37	-0.62	4.09	7.00
0.370000	9.72	8.00	6.56	0.38	-0.62	4.11	7.00
0.380000	9.72	8.00	6.56	0.38	-0.62	4.13	7.01
0.390000	9.72	8.00	6.56	0.38	-0.62	4.15	7.03
0.400000	9.72	8.00	6.56	0.39	-0.62	4.17	7.02
0.410000	9.72	8.00	6.56	0.39	-0.62	4.19	7.02
0.420000	9.72	8.00	6.56	0.40	-0.62	4.21	7.03
0.430000	9.72	8.00	6.56	0.40	-0.62	4.23	7.05
0.440000	9.72	8.00	6.56	0.40	-0.62	4.25	7.08
0.450000	9.72	8.00	6.56	0.41	-0.62	4.27	7.10
0.460000	9.72	8.00	6.56	0.41	-0.62	4.29	7.12
0.470000	9.72	8.00	6.56	0.41	-0.62	4.31	7.19
0.480000	9.72	8.00	6.56	0.42	-0.62	4.33	7.28
0.490000	9.72	8.00	6.56	0.42	-0.62	4.35	7.37
0.500000	9.72	8.00	6.56	0.43	-0.62	4.37	7.40
0.510000	9.72	8.00	6.56	0.43	-0.62	4.39	7.53
0.520000	9.72	8.00	6.56	0.43	-0.62	4.42	7.66
0.530000	9.72	8.00	6.56	0.44	-0.62	4.44	7.72
0.540000	9.72	8.00	6.56	0.44	-0.62	4.46	7.82
0.550000	9.72	8.00	6.56	0.44	-0.62	4.48	7.90
0.560000	9.72	8.00	6.56	0.45	-0.62	4.51	7.93
0.570000	9.72	8.00	6.56	0.45	-0.62	4.53	7.95
0.580000	9.72	8.00	6.56	0.45	-0.62	4.55	7.99
0.590000	9.72	8.00	6.56	0.46	-0.62	4.58	8.02
0.600000	9.72	8.00	6.56	0.46	-0.62	4.60	8.05
0.610000	9.72	8.00	6.56	0.46	-0.62	4.63	8.07
0.620000	9.72	8.00	6.56	0.47	-0.62	4.65	8.08
0.630000	9.72	8.00	6.56	0.47	-0.62	4.67	8.08
0.640000	9.72	8.00	6.56	0.47	-0.62	4.70	8.16
0.650000	9.72	8.00	6.56	0.48	-0.62	4.72	8.17
0.660000	9.72	8.00	6.56	0.48	-0.62	4.75	8.23
0.670000	9.72	8.00	6.56	0.48	-0.62	4.77	8.30
0.680000	9.72	8.00	6.56	0.48	-0.62	4.79	8.34
0.690000	9.72	8.00	6.56	0.49	-0.62	4.82	8.40
0.700000	9.72	8.00	6.56	0.49	-0.62	4.84	8.46
0.710000	9.72	8.00	6.56	0.49	-0.61	4.86	8.57
0.720000	9.72	8.00	6.56	0.49	-0.61	4.89	8.65
0.730000	9.72	8.00	6.56	0.50	-0.61	4.91	8.69
0.740000	9.72	8.00	6.56	0.50	-0.61	4.93	8.82
0.750000	9.72	8.00	6.56	0.50	-0.61	4.96	8.83
0.760000	9.72	8.00	6.56	0.50	-0.61	4.99	8.93
0.770000	9.72	8.00	6.56	0.51	-0.61	5.01	8.95
0.780000	9.72	8.00	6.56	0.51	-0.61	5.03	9.02
0.790000	9.72	8.00	6.56	0.51	-0.61	5.06	9.08
0.800000	9.72	8.00	6.56	0.51	-0.61	5.09	9.13
0.810000	9.72	8.00	6.56	0.52	-0.60	5.12	9.18
0.820000	9.72	8.00	6.56	0.52	-0.60	5.14	9.27
0.830000	9.72	8.00	6.56	0.52	-0.60	5.17	9.28
0.840000	9.72	8.00	6.56	0.52	-0.60	5.19	9.32
0.850000	9.72	8.00	6.56	0.53	-0.60	5.23	9.42
0.860000	9.72	8.00	6.56	0.53	-0.60	5.25	9.50
0.870000	9.72	8.00	6.56	0.53	-0.59	5.27	9.50
0.880000	9.72	8.00	6.56	0.53	-0.59	5.30	9.61
0.890000	9.72	8.00	6.56	0.54	-0.59	5.32	9.66
0.900000	9.72	8.00	6.56	0.54	-0.59	5.35	9.72
0.910000	9.72	8.00	6.56	0.54	-0.59	5.38	9.85
0.920000	9.72	8.00	6.56	0.54	-0.59	5.41	9.92
0.930000	9.72	8.00	6.56	0.54	-0.59	5.43	9.90
0.940000	9.72	8.00	6.56	0.55	-0.58	5.45	9.97
0.950000	9.72	8.00	6.56	0.55	-0.58	5.47	10.04
0.960000	9.72	8.00	6.56	0.55	-0.58	5.51	10.10
0.970000	9.72	8.00	6.56	0.55	-0.58	5.54	10.20
0.980000	9.72	8.00	6.56	0.55	-0.58	5.57	10.26
0.990000	9.72	8.00	6.56	0.56	-0.58	5.60	10.31
1.000000	9.72	8.00	6.56	0.56	-0.57	5.62	10.38
