0	1488
0	1394
0	1051
0	953
0	131
0	1235
0	364
0	843
0	1648
0	631
0	1011
0	1638
0	560
0	490
0	97
0	229
0	1207
0	1801
0	464
0	1009
0	317
0	1455
0	595
0	1446
0	1946
0	1953
0	2014
0	966
0	1505
0	1026
0	2000
0	49
0	145
0	1142
0	660
0	1372
0	1887
0	880
0	511
0	1921
1	558
1	800
1	1532
1	1018
1	1531
1	1372
1	402
1	298
1	331
1	1929
1	1289
1	553
1	1584
1	570
1	527
1	1770
1	752
1	1179
1	1454
1	1652
1	594
1	533
1	1707
1	1821
1	678
1	1602
1	303
1	628
1	1801
1	60
1	1922
1	803
1	1003
1	626
1	202
1	600
1	583
1	884
1	35
1	1693
2	1512
2	1468
2	897
2	852
2	1875
2	1339
2	1735
2	244
2	1327
2	1997
2	1242
2	1444
2	1733
2	65
2	730
2	1473
2	238
2	843
2	963
2	88
2	1996
2	136
2	565
2	1218
2	1878
2	642
2	1796
2	19
2	693
2	854
2	332
2	1263
2	311
2	1907
2	1908
2	1476
2	341
2	1132
2	853
2	1649
3	1244
3	195
3	840
3	207
3	887
3	1909
3	1496
3	1308
3	84
3	1274
3	859
3	1495
3	916
3	1198
3	1357
3	924
3	1607
3	1978
3	537
3	1116
3	443
3	1523
3	1359
3	2004
3	217
3	1639
3	1912
3	216
3	1164
3	1730
3	948
3	1763
3	979
3	1619
3	387
3	1884
3	1688
3	1865
3	426
3	1898
4	936
4	26
4	1216
4	393
4	736
4	1188
4	1129
4	1765
4	1902
4	454
4	1442
4	14
4	653
4	1012
4	1625
4	890
4	635
4	302
4	1038
4	884
4	1968
4	458
4	1934
4	1812
4	1376
4	556
4	65
4	749
4	905
4	1548
4	406
4	676
4	1516
4	644
4	1762
4	908
4	1828
4	1587
4	532
4	1911
5	878
5	1503
5	700
5	848
5	715
5	353
5	1208
5	189
5	1369
5	149
5	1259
5	1336
5	1330
5	526
5	470
5	811
5	1181
5	2027
5	348
5	643
5	34
5	291
5	1722
5	718
5	1980
5	277
5	991
5	599
5	213
5	51
5	66
5	962
5	1895
5	1499
5	398
5	946
5	2005
5	461
5	1115
5	116
6	298
6	1632
6	78
6	1920
6	1143
6	1646
6	1120
6	1696
6	749
6	1217
6	1473
6	273
6	1939
6	450
6	1745
6	1762
6	1637
6	198
6	1232
6	1333
6	1508
6	483
6	1898
6	622
6	1718
6	184
6	659
6	1305
6	2019
6	974
6	1645
6	924
6	1167
6	1089
6	1343
6	613
6	1013
6	1702
6	919
7	1312
7	103
7	212
7	1517
7	1439
7	1146
7	42
7	125
7	1072
7	1369
7	1651
7	467
7	1244
7	1351
7	434
7	1296
7	427
7	473
7	1707
7	1285
7	1891
7	1944
7	881
7	530
7	181
7	1473
7	502
7	668
7	571
7	1045
7	525
7	1896
7	1732
7	700
7	956
7	313
7	532
7	130
8	1871
8	302
8	1456
8	912
8	638
8	1339
8	1933
8	1068
8	1602
8	1567
8	813
8	951
8	1536
8	355
8	1529
8	1713
8	1778
8	781
8	387
8	262
8	1370
8	849
8	879
8	1338
8	943
8	1361
8	9
8	251
8	871
8	960
8	1886
8	1921
8	1305
8	827
8	584
8	1958
8	1136
8	1290
9	329
9	1188
9	1752
9	107
9	700
9	1069
9	1221
9	226
9	1850
9	87
9	973
9	1406
9	67
9	1780
9	652
9	1980
9	451
9	1663
9	1195
9	379
9	1591
9	673
9	185
9	810
9	1773
9	970
9	1863
9	1798
9	306
9	1627
9	186
9	300
9	1196
9	644
9	1642
9	1367
9	247
10	596
10	1766
10	699
10	1027
10	1981
10	607
10	303
10	1067
10	1109
10	1589
10	1707
10	1735
10	702
10	1405
10	1214
10	1127
10	938
10	169
10	1952
10	445
10	1653
10	1474
10	143
10	1861
10	1705
10	1218
10	265
10	856
10	388
10	215
10	1699
10	1956
10	1737
10	1108
10	559
10	1575
10	1403
10	842
11	1569
11	169
11	601
11	500
11	1577
11	1183
11	1725
11	1663
11	1551
11	1076
11	1608
11	1207
11	802
11	1751
11	1205
11	394
11	1499
11	1037
11	618
11	1612
11	1505
11	110
11	1396
11	593
11	233
11	1342
11	75
11	560
11	1930
11	487
11	655
11	1435
11	841
11	1695
11	1804
11	1547
12	1534
12	994
12	1597
12	1787
12	874
12	544
12	1584
12	1354
12	39
12	814
12	299
12	1425
12	511
12	93
12	721
12	1820
12	1827
12	1857
12	24
12	114
12	1541
12	564
12	1241
12	232
12	1740
12	752
12	1557
12	930
12	1669
12	343
12	349
12	550
12	1178
12	20
12	990
12	1809
13	998
13	356
13	943
13	1779
13	1514
13	59
13	1433
13	931
13	1864
13	1462
13	1009
13	375
13	1172
13	939
13	1417
13	831
13	1908
13	711
13	767
13	1463
13	620
13	1085
13	1503
13	526
13	276
13	608
13	1143
13	402
13	1409
13	84
13	822
13	1041
13	148
13	1525
13	1025
13	1812
14	110
14	1834
14	1497
14	1956
14	1658
14	19
14	1537
14	619
14	1016
14	665
14	202
14	1922
14	1912
14	751
14	893
14	343
14	1174
14	894
14	1478
14	1601
14	27
14	325
14	1045
14	294
14	1134
14	875
14	456
14	347
14	994
14	54
14	18
14	1382
14	1257
14	487
14	1593
15	302
15	603
15	1415
15	1528
15	939
15	928
15	827
15	1967
15	373
15	190
15	1849
15	404
15	311
15	1673
15	1245
15	283
15	873
15	1345
15	1936
15	1517
15	641
15	1309
15	1893
15	1013
15	1365
15	201
15	1948
15	666
15	1364
15	1547
15	1732
15	569
15	1459
15	139
16	633
16	562
16	297
16	402
16	729
16	1893
16	55
16	819
16	443
16	1917
16	1808
16	83
16	1940
16	247
16	1642
16	1433
16	1790
16	1363
16	744
16	1395
16	1798
16	663
16	1924
16	1139
16	1403
16	1115
16	1540
16	925
16	293
16	1922
16	1803
16	1797
