2014.873485	13.729958	0.291433	0.098095	0.000000	0.007029	0.000000
1905.372063	118.462130	3.381371	1.654485	0.000011	0.129939	0.000000
1546.078961	457.442996	16.099615	8.494615	0.004690	0.888288	0.000000
1045.366150	913.695253	43.486326	23.373346	0.008908	3.083393	0.000000
621.585125	1260.867444	90.216539	47.900497	0.023948	8.406447	0.000000
346.947927	1422.784915	156.266144	82.553221	0.062206	20.386563	0.000000
182.804321	1443.208581	236.041396	124.381847	0.122741	42.448947	0.000251
83.311494	1386.588081	316.790861	167.100983	0.229087	74.977499	0.001994
42.738292	1282.687030	385.121785	203.103080	0.365415	114.980529	0.003870
36.599282	1169.321201	435.271004	229.203279	0.517033	158.095390	0.004757
28.504946	1069.862783	474.672360	250.204430	0.695841	205.052127	0.007512
20.881529	977.163943	506.676979	267.500927	0.903404	255.863734	0.009484
13.598543	892.965943	531.248052	281.098907	1.106453	308.969448	0.012655
9.990112	813.859999	549.078291	291.141424	1.310976	363.599444	0.019754
9.690887	741.704247	559.611346	297.522329	1.519520	418.923684	0.027988
9.997599	677.255390	564.831682	301.092000	1.732404	474.067736	0.038226
10.799108	619.264285	566.130088	302.432509	1.969634	528.377883	0.041962
11.685962	567.454232	563.861320	302.140385	2.207191	581.597003	0.053907
12.676329	520.842774	558.596166	300.432715	2.413599	633.975351	0.063066
13.819334	478.635524	551.203728	297.205578	2.638215	685.424204	0.073416
15.144351	441.292271	541.880124	293.101883	2.896639	734.598854	0.085878
16.431188	408.486807	530.734268	288.397536	3.146711	781.702660	0.100830
18.018997	378.106068	518.660079	282.726756	3.400062	827.970596	0.117442
19.517765	351.359831	505.046455	276.603706	3.610191	872.731960	0.130092
21.422618	327.517159	491.021409	269.779643	3.829128	915.284018	0.146024
23.243575	306.391799	476.501891	263.005816	4.061434	955.627317	0.168169
25.144701	287.817058	462.018571	256.160582	4.271087	993.424123	0.184708
27.322063	271.362871	447.786072	248.980247	4.442829	1028.910410	0.195508
29.469506	256.214348	433.215473	241.938273	4.654388	1063.315792	0.213952
31.820299	242.871555	418.866307	235.136857	4.858616	1095.205208	0.241157
34.359449	231.223099	404.731686	227.978461	5.027391	1125.418202	0.261712
36.916041	221.085604	390.895990	221.326612	5.192251	1153.301434	0.282069
39.457595	212.031667	377.096292	214.701361	5.394331	1180.013525	0.305229
41.857499	204.125616	363.993903	208.300670	5.622526	1204.775106	0.324680
44.493700	197.218922	351.531595	201.871210	5.801097	1227.735921	0.347555
47.309320	191.023368	339.237049	196.005004	5.965547	1249.080542	0.379169
50.221738	185.551579	327.520723	190.162055	6.124471	1269.009507	0.409927
53.147118	180.672873	316.323823	184.440248	6.282816	1287.702347	0.430775
56.101441	176.675596	305.743262	179.061973	6.417177	1304.530544	0.470007
59.014662	173.054488	295.489627	174.063340	6.514285	1320.363649	0.499948
61.931878	169.931381	285.568789	169.250196	6.648104	1335.132453	0.537199
65.039412	167.030928	276.180624	164.671263	6.786639	1348.723865	0.567269
68.342767	164.653006	267.565964	160.213100	6.917994	1360.704988	0.602181
71.305253	162.762237	259.234179	156.252124	7.032456	1371.780358	0.633392
74.106287	161.176717	251.551816	152.347946	7.114814	1382.036255	0.666165
76.872107	159.888265	244.320889	148.733104	7.198308	1391.283820	0.703508
79.887912	158.774039	237.302723	145.163193	7.258929	1399.896325	0.716879
82.907056	157.705899	230.698889	142.048958	7.301013	1407.584030	0.754155
85.839475	156.858346	224.422456	139.009706	7.378948	1414.692939	0.798130
88.535361	156.409019	218.521424	136.107192	7.448983	1421.149344	0.828678
91.637555	155.956304	213.066236	133.144843	7.512472	1426.825042	0.857548
94.556558	155.677884	208.085390	130.257325	7.603250	1431.928444	0.891149
97.390549	155.413742	203.370107	127.712373	7.698083	1436.497423	0.917724
100.143731	155.488755	198.997176	125.456243	7.792854	1440.164304	0.956938
102.846613	155.542719	194.954945	123.536605	7.883688	1443.254916	0.980514
105.359590	155.806572	191.385599	121.753138	7.937857	1445.741113	1.016131
107.749890	156.165947	187.849476	120.098778	8.014967	1448.071899	1.049044
109.968603	156.620368	184.744287	118.552960	8.082816	1449.945097	1.085868
112.350205	157.199821	181.576561	117.150889	8.104011	1451.483875	1.134638
114.697906	157.579228	178.854557	115.863089	8.148637	1452.690705	1.165878
117.008152	158.062363	176.331186	114.455154	8.205879	1453.738928	1.198337
118.931370	158.629837	173.970246	113.364051	8.202060	1454.659740	1.242696
121.054761	159.047508	171.810679	112.232349	8.233136	1455.339069	1.282498
122.829710	159.671470	169.793050	111.385169	8.256107	1455.743684	1.320810
124.629086	160.485909	168.003564	110.545047	8.306200	1455.680976	1.349219
126.510624	161.182966	166.364139	109.737524	8.350699	1455.454940	1.399108
128.470460	161.770954	164.863974	108.845794	8.446693	1455.186771	1.415353
129.848621	162.761772	163.527277	108.165965	8.547469	1454.711932	1.436964
131.434369	163.667887	162.336189	107.497480	8.520617	1454.055152	1.488306
132.519407	164.705273	161.266859	106.909247	8.541120	1453.529507	1.528587
133.916095	165.262228	160.418676	106.609060	8.552355	1452.680249	1.561337
134.916563	166.155181	159.459926	106.095025	8.613559	1452.165369	1.594377
135.838566	167.047670	158.869756	105.810840	8.657204	1451.153165	1.622800
136.756993	167.882587	158.164292	105.410391	8.724833	1450.407047	1.653856
137.418361	168.650794	157.805433	104.982604	8.767448	1449.676518	1.698842
138.352319	169.131629	157.355797	104.642876	8.787300	1448.983756	1.746322
139.003804	170.010297	157.111207	104.499324	8.797077	1447.795138	1.783152
139.738616	171.004646	156.879412	104.312141	8.816426	1446.421371	1.827386
140.131715	171.868064	156.618130	104.240069	8.895675	1445.394381	1.851966
140.475281	172.701327	156.428112	104.068326	8.917746	1444.509254	1.899955
141.021188	173.336759	156.359885	103.997034	8.934939	1443.416519	1.933676
141.273013	174.111312	156.141365	104.007357	8.930993	1442.554199	1.981761
141.493669	174.876700	156.092283	104.032825	8.947571	1441.561025	2.025766
141.687141	175.373844	156.282351	104.203563	8.953238	1440.441460	2.058401
142.170451	175.884285	156.294659	104.158170	8.950410	1439.432903	2.109121
142.507967	176.580152	156.191896	104.058707	8.947370	1438.581693	2.132215
142.931450	177.183670	156.347072	104.088571	8.974336	1437.304361	2.170540
143.012361	177.460728	156.710224	104.068153	8.960436	1436.582382	2.205715
142.917454	177.942008	156.773402	104.100202	8.974242	1436.052635	2.240057
142.941206	178.532495	156.933776	104.488796	8.921454	1434.897681	2.284593
143.002682	179.005738	157.051055	104.609888	8.983808	1434.018902	2.327927
142.885835	179.088450	157.258416	104.800295	9.002852	1433.601097	2.363053
143.152937	179.225966	157.525150	104.719081	9.068463	1432.872480	2.411242
