2017.691410	10.977731	0.225875	0.102863	0.000000	0.002121	0.000000
1929.379554	95.233838	2.889904	1.358737	0.000000	0.137967	0.000000
1575.060792	430.765971	14.583153	7.807492	0.007483	0.775109	0.000000
1057.943424	903.631192	42.429511	22.337356	0.020109	2.689156	0.000000
615.848890	1268.256907	89.813445	47.490793	0.039678	7.583321	0.000000
262.500071	1495.301458	163.405918	87.323970	0.069772	20.398811	0.000000
122.296010	1477.873299	251.514815	132.558801	0.133294	44.623779	0.000000
48.295148	1396.831692	330.504416	175.065628	0.247234	78.055883	0.000000
20.457035	1285.376336	395.738275	209.740524	0.354291	117.333540	0.000000
13.008867	1169.807070	447.303142	236.611521	0.516425	161.747263	0.005713
10.114616	1064.667102	486.169498	257.994587	0.692987	209.344285	0.016925
9.063048	969.151646	516.285433	274.076776	0.930787	259.472671	0.019639
8.429187	881.957977	538.689541	286.695872	1.159203	312.049162	0.019059
8.826688	803.595121	552.848594	296.272130	1.314284	366.119204	0.023979
9.495076	733.777011	560.908993	302.272949	1.405147	421.102293	0.038531
10.130825	670.749098	564.987705	305.741589	1.616948	475.732312	0.041522
10.753292	614.372809	565.421187	306.805432	1.761418	529.829358	0.056504
11.503482	562.648150	563.754792	307.008919	1.994836	582.017839	0.071982
12.627694	515.151038	558.648373	305.234550	2.272727	634.966197	0.099419
13.832551	473.935425	551.117865	300.819290	2.537188	686.707191	0.116547
15.059253	437.143463	541.189728	296.119100	2.707046	736.667827	0.113582
16.675558	404.463400	528.906859	290.178660	3.044045	785.613258	0.118220
17.929150	374.711778	517.811096	284.849568	3.215734	830.358618	0.124056
19.272318	347.980509	504.759401	279.225062	3.421256	874.206031	0.135423
20.976644	323.383459	491.867617	272.779937	3.635589	916.206088	0.150665
23.039980	302.111808	478.538266	266.299755	3.831553	954.995982	0.182656
25.212520	283.826266	463.058380	259.538786	4.105607	993.047327	0.211113
27.258291	267.510987	448.245473	251.890539	4.371007	1029.502747	0.220956
28.887701	253.295829	433.558503	245.068663	4.550160	1063.381283	0.257861
30.893002	240.060882	419.124652	239.039589	4.788252	1094.823775	0.269848
33.466013	228.978848	405.014652	231.605156	5.031398	1124.584554	0.319379
36.002235	218.583259	391.656460	225.003353	5.181381	1152.233236	0.340076
38.519205	209.521477	378.154432	218.078068	5.291364	1179.073409	0.362045
41.280539	201.584048	365.372872	211.083305	5.441207	1203.868701	0.369329
43.777594	194.864741	351.856486	204.200943	5.614387	1228.267217	0.418632
46.447290	188.567532	339.858769	197.780387	5.827701	1250.029764	0.488557
49.702622	183.028946	327.447303	191.846363	5.993691	1270.448293	0.532781
53.282394	178.184806	316.541172	186.144571	6.295764	1288.005373	0.545920
56.396301	174.217535	305.585582	180.484733	6.412264	1305.314963	0.588623
59.809951	169.983201	295.692870	174.914337	6.497820	1321.470249	0.631572
62.903923	167.436747	284.904182	169.394406	6.734171	1336.949113	0.677457
66.000659	164.536952	276.027664	164.353050	6.804242	1350.591226	0.686207
69.575372	162.320462	267.152999	160.033838	6.820860	1362.368100	0.728370
72.376734	161.069880	259.081863	155.799381	6.951259	1372.972802	0.748081
75.185934	158.965841	250.981514	151.885867	6.903550	1384.283188	0.794106
78.620220	157.372827	243.927826	147.860103	7.008344	1393.397580	0.813100
